156.0;148.0
244.0;125.0
340.0;116.0
424.0;113.0
478.0;119.0
562.0;138.0
601.0;178.0
639.0;224.0
647.0;265.0
631.0;290.0
592.0;313.0
556.0;299.0
520.0;269.0
484.0;232.0
447.0;196.0
401.0;170.0
336.0;151.0
270.0;160.0
213.0;198.0
195.0;240.0
200.0;292.0
240.0;327.0
304.0;346.0
404.0;356.0
493.0;399.0
542.0;449.0
577.0;486.0
591.0;568.0
597.0;598.0
588.0;647.0
544.0;692.0
472.0;700.0
408.0;685.0
328.0;647.0
294.0;622.0
273.0;583.0
294.0;557.0
310.0;537.0
320.0;493.0
307.0;440.0
261.0;413.0
205.0;439.0
175.0;472.0
132.0;508.0
103.0;501.0
82.0;456.0
71.0;385.0
76.0;305.0
98.0;244.0
123.0;202.0
